Wall time,Step,Value
1733892828.289101,0,0.0539737269282341
1733893545.2619987,1,0.03858349844813347
1733894258.212977,2,0.0358462780714035
1733894944.7679405,3,0.03444107994437218
1733895655.3283055,4,0.03313879668712616
1733896350.442767,5,0.03268495947122574
1733897047.5114107,6,0.03323722258210182
1733897759.3020854,7,0.03176400810480118
1733898455.7239249,8,0.03121934086084366
1733899164.2226045,9,0.030913671478629112
1733899867.7956567,10,0.030681006610393524
1733900568.8632343,11,0.03035399131476879
1733901272.6545098,12,0.03003062680363655
1733902000.445719,13,0.030160751193761826
1733902733.3641872,14,0.029788831248879433
1733903562.2033098,15,0.029738904908299446
1733904339.9206998,16,0.02955266647040844
1733905052.7789297,17,0.029713155701756477
1733905758.338097,18,0.029215512797236443
1733906476.7599294,19,0.02914491295814514
1733907190.2381253,20,0.030109770596027374
1733907899.7177203,21,0.02910562790930271
1733908592.1661806,22,0.0290832556784153
1733909290.979882,23,0.029043756425380707
1733910003.6830225,24,0.028872597962617874
1733910726.1727893,25,0.028680788353085518
1733911534.571073,26,0.02899244800209999
1733912340.7455714,27,0.02871086075901985
1733913100.2435963,28,0.029935335740447044
1733913850.9690988,29,0.028699317947030067
1733914750.975236,30,0.02849506214261055
1733915565.0638695,31,0.02829323150217533
